worker_id,age,gender,industry,job_role,experience_years,safety_training,safety_equipment_used,shift,working_hours_per_week,environment_risk,injury_history,injury_occurred
120,36,female,healthcare,nurse,6.0,yes,no,day,2050-04-27,high,0.0,1.0
121,39,male,construction,electrician,0.0,no,no,night,2063-04-27,high,0.0,1.0
122,44,male,construction,plumber,4.0,no,no,night,2038-04-27,high,0.0,1.0
123,39,female,healthcare,lab technician,7.0,no,no,night,2064-04-27,medium,0.0,1.0
124,39,male,manufacturing,welder,3.0,no,yes,night,2043-04-27,low,0.0,0.0
125,41,female,healthcare,lab technician,4.0,no,yes,night,2036-04-27,high,0.0,0.0
126,35,female,agriculture,irrigation technician,5.0,yes,no,day,2067-04-27,medium,0.0,1.0
127,42,male,healthcare,nurse,2.0,no,yes,day,2068-04-27,medium,0.0,1.0
128,43,female,manufacturing,technician,6.0,yes,no,night,2054-04-27,high,1.0,0.0
129,20,male,healthcare,lab technician,4.0,yes,yes,night,2065-04-27,high,0.0,0.0
131,58,female,mining,blaster,7.0,yes,no,night,2063-04-27,medium,0.0,0.0
132,23,female,agriculture,farmer,4.0,yes,yes,day,2066-04-27,low,1.0,0.0
133,23,male,healthcare,lab technician,3.0,no,yes,day,2040-04-27,medium,0.0,0.0
134,41,female,manufacturing,quality inspector,3.0,yes,no,night,2038-04-27,medium,0.0,0.0
136,55,male,healthcare,paramedic,7.0,no,no,day,,low,0.0,0.0
137,22,female,construction,plumber,3.0,no,yes,night,2048-04-27,low,0.0,0.0
138,29,female,construction,builder,1.0,no,yes,night,2025-04-30,low,0.0,1.0
139,54,female,agriculture,irrigation technician,7.0,yes,yes,day,2042-04-27,medium,0.0,1.0
140,27,female,healthcare,nurse,5.0,yes,yes,night,2034-04-27,medium,0.0,0.0
141,30,male,healthcare,nurse,3.0,yes,no,night,2066-04-27,high,0.0,1.0
142,32,female,manufacturing,quality inspector,5.0,no,yes,night,2053-04-27,high,0.0,0.0
143,48,female,agriculture,farmer,5.0,no,yes,night,2041-04-27,low,0.0,0.0
144,39,female,construction,builder,5.0,no,no,night,2058-04-27,high,0.0,0.0
145,31,male,manufacturing,assembler,6.0,no,yes,night,2066-04-27,high,0.0,0.0
146,43,male,agriculture,irrigation technician,6.0,no,no,night,2033-04-27,low,0.0,0.0
147,35,female,mining,blaster,4.0,no,yes,day,2043-04-27,low,1.0,0.0
148,32,female,construction,electrician,8.0,no,no,night,2062-04-27,medium,0.0,0.0
149,19,male,agriculture,harvester,7.0,no,no,night,2068-04-27,low,0.0,0.0
150,24,female,manufacturing,welder,5.0,no,yes,night,2037-04-27,low,0.0,1.0
151,46,male,manufacturing,technician,10.0,no,no,day,2056-04-27,high,0.0,1.0
152,50,male,healthcare,nurse,4.0,yes,yes,night,2066-04-27,low,0.0,1.0
153,21,male,agriculture,irrigation technician,9.0,yes,yes,day,2039-04-27,high,0.0,0.0
154,48,male,agriculture,harvester,6.0,yes,no,day,2065-04-27,high,0.0,0.0
155,32,male,construction,plumber,3.0,yes,yes,day,2033-04-27,low,0.0,0.0
156,48,female,agriculture,irrigation technician,6.0,yes,yes,night,2065-04-27,low,0.0,0.0
157,22,male,healthcare,lab technician,1.0,yes,no,night,2052-04-27,medium,0.0,0.0
158,29,female,construction,builder,2.0,yes,yes,night,2055-04-27,medium,0.0,0.0
159,42,female,mining,blaster,7.0,no,no,day,2041-04-27,medium,0.0,0.0
160,22,male,healthcare,nurse,2.0,no,yes,day,2066-04-27,low,0.0,1.0
161,45,female,construction,plumber,3.0,no,no,night,2058-04-27,low,0.0,0.0
162,28,female,mining,driller,4.0,no,yes,night,2052-04-27,medium,0.0,1.0
163,43,female,healthcare,paramedic,12.0,yes,no,night,2050-04-27,medium,0.0,0.0
164,27,male,manufacturing,technician,6.0,no,yes,day,2055-04-27,high,0.0,1.0
165,42,male,mining,machine operator,0.0,no,yes,day,2056-04-27,medium,0.0,1.0
166,41,male,construction,plumber,0.0,no,no,night,2054-04-27,high,0.0,1.0
167,41,female,mining,surveyor,8.0,no,yes,day,2051-04-27,low,0.0,1.0
168,24,male,healthcare,nurse,2.0,no,no,day,2046-04-27,medium,1.0,0.0
169,45,female,construction,electrician,0.0,yes,no,day,2036-04-27,low,0.0,1.0
170,40,female,manufacturing,technician,5.0,yes,yes,day,2048-04-27,medium,0.0,0.0
172,19,male,healthcare,paramedic,1.0,no,no,night,2057-04-27,medium,0.0,1.0
173,21,male,construction,builder,5.0,yes,yes,day,2068-04-27,medium,0.0,0.0
174,36,female,manufacturing,quality inspector,4.0,no,no,night,2063-04-27,low,0.0,1.0
175,45,female,construction,builder,8.0,no,yes,night,2032-04-27,medium,0.0,0.0
176,25,female,construction,foreman,0.0,yes,yes,night,2066-04-27,high,0.0,0.0
177,25,male,mining,blaster,4.0,no,yes,day,2043-04-27,medium,0.0,0.0
178,33,male,manufacturing,technician,3.0,yes,no,night,2033-04-27,low,1.0,0.0
179,35,male,healthcare,lab technician,5.0,no,yes,night,2047-04-27,high,1.0,1.0
181,37,female,construction,foreman,1.0,no,yes,night,2059-04-27,low,0.0,0.0
182,52,female,manufacturing,welder,10.0,no,yes,night,2051-04-27,high,0.0,1.0
183,47,female,agriculture,harvester,7.0,yes,no,night,2061-04-27,medium,0.0,1.0
184,31,male,agriculture,harvester,4.0,yes,yes,day,2038-04-27,high,0.0,0.0
185,56,male,manufacturing,technician,6.0,yes,yes,day,2033-04-27,low,0.0,0.0
186,51,male,agriculture,irrigation technician,1.0,yes,yes,night,2052-04-27,medium,0.0,0.0
187,38,female,construction,foreman,4.0,no,yes,night,2063-04-27,low,0.0,0.0
188,29,female,healthcare,lab technician,9.0,no,yes,night,2052-04-27,medium,0.0,1.0
189,44,female,manufacturing,quality inspector,9.0,yes,yes,night,2036-04-27,high,0.0,0.0
190,38,female,mining,blaster,9.0,no,yes,night,2057-04-27,high,0.0,1.0
191,19,female,construction,electrician,6.0,no,yes,day,2065-04-27,medium,0.0,1.0
192,28,male,manufacturing,assembler,2.0,yes,yes,night,2069-04-27,high,0.0,0.0
194,53,female,manufacturing,assembler,5.0,yes,no,day,2049-04-27,medium,0.0,0.0
196,26,female,agriculture,harvester,4.0,no,yes,day,2038-04-27,medium,0.0,0.0
197,57,female,healthcare,lab technician,0.0,yes,yes,night,2032-04-27,medium,0.0,1.0
198,47,female,mining,surveyor,3.0,yes,yes,night,2067-04-27,high,0.0,1.0
199,34,male,healthcare,nurse,4.0,yes,yes,day,2041-04-27,low,0.0,0.0
200,25,female,mining,blaster,6.0,yes,no,day,2060-04-27,low,0.0,0.0
201,33,female,construction,electrician,3.0,yes,no,night,2054-04-27,medium,0.0,0.0
202,58,female,agriculture,harvester,6.0,no,yes,day,2055-04-27,medium,0.0,0.0
203,24,female,healthcare,nurse,0.0,no,no,night,2044-04-27,medium,0.0,1.0
204,25,male,construction,foreman,4.0,yes,yes,night,2052-04-27,low,0.0,0.0
205,56,male,healthcare,paramedic,9.0,yes,no,day,2068-04-27,medium,0.0,0.0
207,40,female,manufacturing,assembler,4.0,yes,no,night,2033-04-27,low,0.0,0.0
208,35,male,mining,surveyor,3.0,yes,no,day,2062-04-27,high,1.0,1.0
209,52,male,manufacturing,welder,5.0,yes,no,night,2061-04-27,medium,1.0,1.0
210,46,female,agriculture,irrigation technician,8.0,no,yes,day,2058-04-27,low,0.0,0.0
211,33,female,agriculture,farmer,3.0,yes,no,day,2068-04-27,medium,0.0,0.0
212,20,female,mining,driller,9.0,no,yes,day,2043-04-27,high,0.0,0.0
213,35,male,healthcare,lab technician,0.0,yes,yes,night,2053-04-27,medium,0.0,0.0
214,54,male,construction,plumber,1.0,no,yes,day,2066-04-27,medium,0.0,1.0
215,41,male,manufacturing,assembler,11.0,no,no,day,2054-04-27,medium,0.0,1.0
216,25,male,manufacturing,technician,3.0,no,yes,night,2049-04-27,low,1.0,0.0
217,27,male,mining,surveyor,4.0,yes,no,night,2032-04-27,high,1.0,0.0
219,35,female,healthcare,nurse,2.0,yes,yes,day,2061-04-27,high,0.0,0.0
220,42,female,manufacturing,technician,6.0,no,no,day,2038-04-27,medium,1.0,0.0
222,22,female,manufacturing,quality inspector,0.0,no,no,night,2040-04-27,high,0.0,1.0
223,32,female,healthcare,lab technician,5.0,no,no,day,2066-04-27,medium,0.0,0.0
224,22,male,mining,machine operator,3.0,no,no,day,2042-04-27,low,1.0,0.0
225,46,female,manufacturing,technician,5.0,no,yes,night,2069-04-27,medium,0.0,0.0
226,50,female,mining,surveyor,7.0,no,yes,day,2035-04-27,medium,0.0,0.0
227,45,male,healthcare,paramedic,7.0,yes,yes,night,2054-04-27,low,1.0,0.0
229,40,female,healthcare,paramedic,5.0,no,yes,day,2047-04-27,medium,0.0,0.0
230,46,female,healthcare,paramedic,4.0,yes,yes,day,2041-04-27,medium,0.0,0.0
231,44,female,healthcare,lab technician,5.0,yes,no,night,2060-04-27,medium,0.0,1.0
232,52,female,agriculture,irrigation technician,5.0,no,yes,day,2035-04-27,low,0.0,1.0
233,58,male,mining,machine operator,4.0,no,yes,night,2044-04-27,medium,1.0,0.0
234,49,female,mining,surveyor,5.0,yes,yes,night,2065-04-27,medium,0.0,0.0
235,34,male,mining,driller,7.0,yes,no,day,2025-04-30,medium,0.0,1.0
237,29,female,healthcare,lab technician,4.0,no,yes,day,2040-04-27,high,0.0,0.0
239,32,male,agriculture,harvester,6.0,yes,yes,night,2061-04-27,low,0.0,0.0
240,39,female,manufacturing,welder,7.0,no,yes,night,2040-04-27,low,0.0,0.0
241,45,male,construction,plumber,6.0,no,yes,day,2066-04-27,medium,0.0,0.0
242,22,male,construction,electrician,5.0,no,yes,day,2032-04-27,low,0.0,0.0
243,55,male,construction,plumber,2.0,no,yes,night,2054-04-27,high,0.0,0.0
244,33,female,construction,plumber,2.0,no,yes,night,2056-04-27,low,1.0,0.0
245,25,male,mining,blaster,6.0,no,no,night,2036-04-27,medium,0.0,1.0
246,41,female,manufacturing,welder,6.0,no,no,night,2032-04-27,low,0.0,0.0
247,47,female,manufacturing,assembler,2.0,yes,no,day,2067-04-27,low,0.0,1.0
248,39,male,agriculture,farmer,10.0,yes,no,night,,high,0.0,1.0
249,30,male,healthcare,nurse,4.0,no,no,day,2059-04-27,medium,0.0,1.0
250,48,female,healthcare,lab technician,1.0,no,no,night,2067-04-27,low,0.0,0.0
251,50,female,healthcare,lab technician,7.0,yes,yes,night,2046-04-27,low,0.0,0.0
252,32,female,manufacturing,quality inspector,7.0,no,yes,day,2045-04-27,medium,0.0,1.0
253,50,female,manufacturing,technician,4.0,no,yes,night,2062-04-27,low,0.0,1.0
254,30,female,construction,electrician,5.0,no,yes,night,2059-04-27,medium,0.0,1.0
255,39,male,construction,plumber,6.0,yes,yes,night,2044-04-27,medium,0.0,1.0
256,57,male,manufacturing,technician,2.0,yes,no,day,2040-04-27,low,0.0,0.0
258,24,female,construction,electrician,6.0,no,yes,night,2040-04-27,high,1.0,0.0
259,43,female,manufacturing,technician,3.0,no,no,day,2043-04-27,medium,0.0,1.0
260,40,female,mining,machine operator,4.0,yes,no,night,2041-04-27,high,0.0,0.0
261,36,male,construction,electrician,6.0,no,yes,night,2061-04-27,low,0.0,0.0
262,35,male,agriculture,farmer,3.0,yes,yes,night,2048-04-27,medium,0.0,0.0
263,58,male,agriculture,harvester,2.0,no,no,day,2064-04-27,medium,0.0,1.0
264,32,female,construction,electrician,4.0,no,no,night,2062-04-27,high,1.0,0.0
265,41,female,healthcare,lab technician,0.0,no,no,night,2049-04-27,low,0.0,0.0
266,49,female,agriculture,harvester,2.0,yes,no,night,2065-04-27,medium,0.0,1.0
267,53,female,healthcare,paramedic,0.0,no,no,night,2041-04-27,low,0.0,0.0
268,38,female,construction,foreman,3.0,no,yes,night,2044-04-27,low,0.0,0.0
269,53,female,mining,surveyor,5.0,no,no,day,2043-04-27,low,0.0,0.0
270,19,female,construction,plumber,4.0,yes,yes,day,2068-04-27,low,0.0,0.0
271,45,male,construction,electrician,7.0,yes,yes,night,2025-04-30,medium,0.0,1.0
272,40,male,healthcare,nurse,1.0,yes,yes,night,2060-04-27,medium,0.0,1.0
273,31,male,healthcare,paramedic,3.0,no,no,night,2041-04-27,medium,1.0,1.0
274,29,male,mining,driller,0.0,yes,no,day,2025-04-30,high,0.0,1.0
275,45,female,mining,machine operator,4.0,yes,no,day,2057-04-27,low,1.0,0.0
276,37,female,construction,builder,11.0,no,no,night,2043-04-27,high,0.0,1.0
277,37,female,agriculture,irrigation technician,5.0,no,yes,day,2064-04-27,medium,0.0,0.0
278,22,female,healthcare,lab technician,3.0,yes,yes,night,2062-04-27,medium,0.0,1.0
279,59,male,construction,electrician,3.0,no,no,night,2063-04-27,low,0.0,0.0
280,56,male,mining,driller,0.0,no,no,day,2060-04-27,low,0.0,0.0
281,40,female,healthcare,nurse,2.0,no,no,night,2045-04-27,medium,1.0,1.0
282,38,female,construction,builder,6.0,no,yes,day,2025-04-30,medium,0.0,1.0
283,55,male,healthcare,paramedic,4.0,no,no,day,2063-04-27,medium,0.0,0.0
284,27,male,manufacturing,technician,5.0,yes,yes,night,2059-04-27,low,0.0,0.0
285,25,female,construction,plumber,6.0,no,yes,day,2056-04-27,medium,1.0,0.0
286,36,female,construction,builder,6.0,no,yes,day,2060-04-27,low,0.0,0.0
288,58,female,agriculture,irrigation technician,7.0,yes,no,day,2054-04-27,medium,1.0,0.0
289,58,female,construction,foreman,5.0,yes,no,night,2067-04-27,medium,0.0,0.0
290,23,male,healthcare,paramedic,2.0,yes,yes,day,2063-04-27,medium,0.0,0.0
291,36,male,mining,blaster,4.0,no,yes,night,2036-04-27,medium,0.0,0.0
292,29,female,agriculture,irrigation technician,7.0,no,no,night,2036-04-27,high,0.0,1.0
293,46,male,healthcare,paramedic,0.0,yes,no,day,2064-04-27,low,0.0,1.0
294,52,male,construction,foreman,4.0,yes,yes,day,2037-04-27,high,0.0,0.0
295,26,female,healthcare,lab technician,7.0,no,yes,day,,medium,0.0,1.0
296,43,male,agriculture,harvester,4.0,yes,yes,night,2054-04-27,medium,0.0,0.0
297,54,male,mining,driller,4.0,yes,yes,day,2052-04-27,medium,0.0,0.0
298,38,male,mining,driller,0.0,no,no,day,2052-04-27,medium,0.0,0.0
299,32,female,mining,driller,5.0,yes,no,night,2044-04-27,low,0.0,0.0
300,36,male,agriculture,irrigation technician,4.0,no,no,night,2063-04-27,low,0.0,0.0
301,44,female,construction,electrician,5.0,no,yes,night,2037-04-27,high,0.0,0.0
302,35,female,healthcare,lab technician,7.0,no,no,day,,low,0.0,0.0
303,42,female,agriculture,irrigation technician,1.0,yes,yes,night,2039-04-27,high,0.0,1.0
304,59,male,agriculture,harvester,5.0,no,no,day,2065-04-27,medium,0.0,1.0
305,18,female,manufacturing,welder,6.0,yes,no,night,2042-04-27,low,0.0,0.0
306,39,female,agriculture,farmer,0.0,no,yes,day,2057-04-27,low,0.0,1.0
307,27,female,construction,electrician,3.0,yes,no,night,2037-04-27,high,0.0,0.0
308,44,male,mining,driller,1.0,yes,no,day,2066-04-27,medium,0.0,0.0
309,53,male,agriculture,harvester,10.0,no,no,night,2047-04-27,medium,0.0,1.0
310,22,female,manufacturing,technician,2.0,no,no,night,2064-04-27,low,1.0,0.0
311,39,male,healthcare,paramedic,5.0,no,no,night,2057-04-27,low,0.0,0.0
312,26,male,agriculture,irrigation technician,4.0,yes,no,night,2043-04-27,low,0.0,1.0
313,42,male,agriculture,harvester,2.0,no,yes,night,2068-04-27,medium,0.0,1.0
314,41,female,manufacturing,technician,9.0,no,no,day,2048-04-27,medium,0.0,1.0
315,49,male,manufacturing,welder,3.0,no,yes,day,2069-04-27,medium,0.0,0.0
316,26,male,mining,blaster,4.0,no,yes,day,2037-04-27,low,0.0,0.0
317,56,male,agriculture,farmer,5.0,no,no,day,,medium,0.0,1.0
318,49,female,construction,foreman,2.0,yes,yes,night,2050-04-27,low,0.0,0.0
319,20,female,construction,plumber,0.0,yes,no,day,2032-04-27,low,0.0,1.0
320,19,male,mining,driller,6.0,yes,no,night,2067-04-27,low,0.0,0.0
321,47,female,healthcare,nurse,7.0,no,no,day,2065-04-27,high,1.0,0.0
322,33,male,agriculture,harvester,0.0,yes,yes,night,2059-04-27,medium,0.0,0.0
323,34,male,construction,foreman,0.0,yes,yes,day,2052-04-27,medium,0.0,1.0
324,22,female,healthcare,lab technician,3.0,yes,yes,day,2049-04-27,low,1.0,0.0
325,38,female,construction,foreman,4.0,yes,yes,night,2037-04-27,high,0.0,1.0
326,33,male,construction,builder,3.0,no,yes,day,2041-04-27,medium,0.0,0.0
327,31,female,healthcare,nurse,4.0,yes,yes,night,,medium,0.0,0.0
328,26,female,construction,plumber,3.0,yes,yes,night,2025-04-30,low,0.0,0.0
330,59,female,manufacturing,quality inspector,3.0,yes,no,night,2067-04-27,medium,0.0,1.0
331,41,male,construction,foreman,10.0,no,yes,day,2032-04-27,low,0.0,0.0
332,26,male,agriculture,harvester,5.0,no,no,night,2044-04-27,low,0.0,1.0
333,19,female,mining,surveyor,7.0,no,no,day,,low,0.0,0.0
334,53,female,agriculture,harvester,5.0,no,yes,day,2060-04-27,low,0.0,0.0
335,20,female,construction,builder,2.0,no,yes,night,2050-04-27,medium,0.0,1.0
336,21,male,mining,driller,6.0,no,yes,day,2041-04-27,low,1.0,0.0
337,31,male,manufacturing,quality inspector,3.0,yes,yes,night,2035-04-27,low,0.0,1.0
338,19,male,manufacturing,quality inspector,6.0,no,no,day,2052-04-27,medium,0.0,1.0
339,36,male,healthcare,lab technician,3.0,no,yes,day,2040-04-27,medium,0.0,0.0
340,32,female,healthcare,paramedic,3.0,no,no,night,2038-04-27,medium,0.0,1.0
341,38,female,construction,electrician,3.0,no,yes,night,2036-04-27,medium,0.0,1.0
342,21,female,healthcare,paramedic,2.0,no,yes,night,2033-04-27,medium,1.0,0.0
343,46,male,healthcare,paramedic,6.0,yes,yes,day,2068-04-27,high,0.0,0.0
344,52,male,healthcare,lab technician,11.0,no,no,day,2036-04-27,high,0.0,1.0
345,24,female,healthcare,lab technician,7.0,yes,no,day,,low,0.0,0.0
346,55,female,agriculture,irrigation technician,7.0,no,yes,night,2044-04-27,high,0.0,0.0
347,56,female,healthcare,lab technician,0.0,no,yes,night,2055-04-27,medium,0.0,0.0
349,28,female,mining,machine operator,8.0,no,yes,day,2055-04-27,low,0.0,0.0
350,35,male,agriculture,irrigation technician,4.0,no,no,night,2069-04-27,medium,0.0,0.0
351,46,female,construction,electrician,9.0,yes,no,day,2042-04-27,low,0.0,1.0
352,26,male,mining,blaster,4.0,no,no,night,2025-04-30,medium,0.0,1.0
353,50,female,agriculture,irrigation technician,4.0,no,no,day,2040-04-27,medium,0.0,1.0
354,39,male,healthcare,paramedic,7.0,no,yes,day,2037-04-27,low,0.0,0.0
356,25,male,healthcare,paramedic,5.0,no,yes,day,2052-04-27,medium,0.0,1.0
357,41,male,healthcare,paramedic,0.0,yes,no,night,2060-04-27,medium,0.0,1.0
358,32,female,agriculture,farmer,5.0,yes,yes,day,2048-04-27,medium,0.0,0.0
359,22,male,agriculture,harvester,8.0,no,no,night,2037-04-27,medium,0.0,1.0
360,49,male,construction,foreman,5.0,no,no,night,2057-04-27,medium,1.0,1.0
361,26,male,manufacturing,assembler,1.0,no,yes,day,2065-04-27,medium,0.0,0.0
362,58,male,agriculture,harvester,3.0,no,no,day,2054-04-27,medium,0.0,1.0
363,27,female,healthcare,nurse,3.0,yes,yes,night,2069-04-27,low,0.0,0.0
364,49,female,agriculture,harvester,7.0,yes,no,day,2060-04-27,medium,0.0,0.0
365,51,female,agriculture,harvester,3.0,no,no,night,2069-04-27,medium,0.0,1.0
366,57,male,healthcare,paramedic,2.0,yes,yes,day,2043-04-27,low,0.0,0.0
367,39,female,manufacturing,welder,5.0,yes,no,night,2061-04-27,medium,0.0,1.0
