worker_id,age,gender,industry,job_role,experience_years,safety_training,safety_equipment_used,shift,working_hours_per_week,environment_risk,injury_history,injury_occurred
192,28,male,manufacturing,assembler,2,yes,yes,night,69,high,0,0
194,53,female,manufacturing,assembler,5,yes,no,day,49,medium,0,0
195,34,female,healthcare,paramedic,12,yes,no,day,63,medium,0,0
196,26,female,agriculture,harvester,4,no,yes,day,38,medium,0,0
198,47,female,mining,surveyor,3,yes,yes,night,67,high,0,1
199,34,male,healthcare,nurse,4,yes,yes,day,41,low,0,0
200,25,female,mining,blaster,6,yes,no,day,60,low,0,0
201,33,female,construction,electrician,3,yes,no,night,54,medium,0,0
202,58,female,agriculture,harvester,6,no,yes,day,55,medium,0,0
203,24,female,healthcare,nurse,0,no,no,night,44,medium,0,1
204,25,male,construction,foreman,4,yes,yes,night,52,low,0,0
205,56,male,healthcare,paramedic,9,yes,no,day,68,medium,0,0
207,40,female,manufacturing,assembler,4,yes,no,night,33,low,0,0
208,35,male,mining,surveyor,3,yes,no,day,62,high,1,1
209,52,male,manufacturing,welder,5,yes,no,night,61,medium,1,1
210,46,female,agriculture,irrigation technician,8,no,yes,day,58,low,0,0
211,33,female,agriculture,farmer,3,yes,no,day,68,medium,0,0
212,20,female,mining,driller,9,no,yes,day,43,high,0,0
213,35,male,healthcare,lab technician,0,yes,yes,night,53,medium,0,0
214,54,male,construction,plumber,1,no,yes,day,66,medium,0,1
215,41,male,manufacturing,assembler,11,no,no,day,54,medium,0,1
216,25,male,manufacturing,technician,3,no,yes,night,49,low,1,0
217,27,male,mining,surveyor,4,yes,no,night,32,high,1,0
219,35,female,healthcare,nurse,2,yes,yes,day,61,high,0,0
220,42,female,manufacturing,technician,6,no,no,day,38,medium,1,0
222,22,female,manufacturing,quality inspector,0,no,no,night,40,high,0,1
223,32,female,healthcare,lab technician,5,no,no,day,66,medium,0,0
224,22,male,mining,machine operator,3,no,no,day,42,low,1,0
225,46,female,manufacturing,technician,5,no,yes,night,69,medium,0,0
226,50,female,mining,surveyor,7,no,yes,day,35,medium,0,0
227,45,male,healthcare,paramedic,7,yes,yes,night,54,low,1,0
229,40,female,healthcare,paramedic,5,no,yes,day,47,medium,0,0
230,46,female,healthcare,paramedic,4,yes,yes,day,41,medium,0,0
231,44,female,healthcare,lab technician,5,yes,no,night,60,medium,0,1
232,52,female,agriculture,irrigation technician,5,no,yes,day,35,low,0,1
233,58,male,mining,machine operator,4,no,yes,night,44,medium,1,0
234,49,female,mining,surveyor,5,yes,yes,night,65,medium,0,0
235,34,male,mining,driller,7,yes,no,day,30,medium,0,1
237,29,female,healthcare,lab technician,4,no,yes,day,40,high,0,0
239,32,male,agriculture,harvester,6,yes,yes,night,61,low,0,0
240,39,female,manufacturing,welder,7,no,yes,night,40,low,0,0
241,45,male,construction,plumber,6,no,yes,day,66,medium,0,0
242,22,male,construction,electrician,5,no,yes,day,32,low,0,0
243,55,male,construction,plumber,2,no,yes,night,54,high,0,0
244,33,female,construction,plumber,2,no,yes,night,56,low,1,0
245,25,male,mining,blaster,6,no,no,night,36,medium,0,1
246,41,female,manufacturing,welder,6,no,no,night,32,low,0,0
247,47,female,manufacturing,assembler,2,yes,no,day,67,low,0,1
248,39,male,agriculture,farmer,10,yes,no,night,31,high,0,1
249,30,male,healthcare,nurse,4,no,no,day,59,medium,0,1
250,48,female,healthcare,lab technician,1,no,no,night,67,low,0,0
251,50,female,healthcare,lab technician,7,yes,yes,night,46,low,0,0
252,32,female,manufacturing,quality inspector,7,no,yes,day,45,medium,0,1
253,50,female,manufacturing,technician,4,no,yes,night,62,low,0,1
254,30,female,construction,electrician,5,no,yes,night,59,medium,0,1
255,39,male,construction,plumber,6,yes,yes,night,44,medium,0,1
256,57,male,manufacturing,technician,2,yes,no,day,40,low,0,0
258,24,female,construction,electrician,6,no,yes,night,40,high,1,0
259,43,female,manufacturing,technician,3,no,no,day,43,medium,0,1
260,40,female,mining,machine operator,4,yes,no,night,41,high,0,0
261,36,male,construction,electrician,6,no,yes,night,61,low,0,0
262,35,male,agriculture,farmer,3,yes,yes,night,48,medium,0,0
263,58,male,agriculture,harvester,2,no,no,day,64,medium,0,1
264,32,female,construction,electrician,4,no,no,night,62,high,1,0
265,41,female,healthcare,lab technician,0,no,no,night,49,low,0,0
266,49,female,agriculture,harvester,2,yes,no,night,65,medium,0,1
267,53,female,healthcare,paramedic,0,no,no,night,41,low,0,0
268,38,female,construction,foreman,3,no,yes,night,44,low,0,0
269,53,female,mining,surveyor,5,no,no,day,43,low,0,0
270,19,female,construction,plumber,4,yes,yes,day,68,low,0,0
271,45,male,construction,electrician,7,yes,yes,night,30,medium,0,1
272,40,male,healthcare,nurse,1,yes,yes,night,60,medium,0,1
273,31,male,healthcare,paramedic,3,no,no,night,41,medium,1,1
274,29,male,mining,driller,0,yes,no,day,30,high,0,1
275,45,female,mining,machine operator,4,yes,no,day,57,low,1,0
276,37,female,construction,builder,11,no,no,night,43,high,0,1
277,37,female,agriculture,irrigation technician,5,no,yes,day,64,medium,0,0
278,22,female,healthcare,lab technician,3,yes,yes,night,62,medium,0,1
279,59,male,construction,electrician,3,no,no,night,63,low,0,0
280,56,male,mining,driller,0,no,no,day,60,low,0,0
281,40,female,healthcare,nurse,2,no,no,night,45,medium,1,1
282,38,female,construction,builder,6,no,yes,day,30,medium,0,1
283,55,male,healthcare,paramedic,4,no,no,day,63,medium,0,0
284,27,male,manufacturing,technician,5,yes,yes,night,59,low,0,0
285,25,female,construction,plumber,6,no,yes,day,56,medium,1,0
286,36,female,construction,builder,6,no,yes,day,60,low,0,0
288,58,female,agriculture,irrigation technician,7,yes,no,day,54,medium,1,0
289,58,female,construction,foreman,5,yes,no,night,67,medium,0,0
290,23,male,healthcare,paramedic,2,yes,yes,day,63,medium,0,0
291,36,male,mining,blaster,4,no,yes,night,36,medium,0,0
292,29,female,agriculture,irrigation technician,7,no,no,night,36,high,0,1
293,46,male,healthcare,paramedic,0,yes,no,day,64,low,0,1
294,52,male,construction,foreman,4,yes,yes,day,37,high,0,0
295,26,female,healthcare,lab technician,7,no,yes,day,31,medium,0,1
296,43,male,agriculture,harvester,4,yes,yes,night,54,medium,0,0
297,54,male,mining,driller,4,yes,yes,day,52,medium,0,0
298,38,male,mining,driller,0,no,no,day,52,medium,0,0
299,32,female,mining,driller,5,yes,no,night,44,low,0,0
300,36,male,agriculture,irrigation technician,4,no,no,night,63,low,0,0
301,44,female,construction,electrician,5,no,yes,night,37,high,0,0
302,35,female,healthcare,lab technician,7,no,no,day,31,low,0,0
303,42,female,agriculture,irrigation technician,1,yes,yes,night,39,high,0,1
304,59,male,agriculture,harvester,5,no,no,day,65,medium,0,1
305,18,female,manufacturing,welder,6,yes,no,night,42,low,0,0
306,39,female,agriculture,farmer,0,no,yes,day,57,low,0,1
307,27,female,construction,electrician,3,yes,no,night,37,high,0,0
308,44,male,mining,driller,1,yes,no,day,66,medium,0,0
309,53,male,agriculture,harvester,10,no,no,night,47,medium,0,1
311,39,male,healthcare,paramedic,5,no,no,night,57,low,0,0
312,26,male,agriculture,irrigation technician,4,yes,no,night,43,low,0,1
313,42,male,agriculture,harvester,2,no,yes,night,68,medium,0,1
314,41,female,manufacturing,technician,9,no,no,day,48,medium,0,1
315,49,male,manufacturing,welder,3,no,yes,day,69,medium,0,0
316,26,male,mining,blaster,4,no,yes,day,37,low,0,0
317,56,male,agriculture,farmer,5,no,no,day,31,medium,0,1
318,49,female,construction,foreman,2,yes,yes,night,50,low,0,0
320,19,male,mining,driller,6,yes,no,night,67,low,0,0
321,47,female,healthcare,nurse,7,no,no,day,65,high,1,0
322,33,male,agriculture,harvester,0,yes,yes,night,59,medium,0,0
323,34,male,construction,foreman,0,yes,yes,day,52,medium,0,1
324,22,female,healthcare,lab technician,3,yes,yes,day,49,low,1,0
325,38,female,construction,foreman,4,yes,yes,night,37,high,0,1
326,33,male,construction,builder,3,no,yes,day,41,medium,0,0
327,31,female,healthcare,nurse,4,yes,yes,night,31,medium,0,0
328,26,female,construction,plumber,3,yes,yes,night,30,low,0,0
330,59,female,manufacturing,quality inspector,3,yes,no,night,67,medium,0,1
331,41,male,construction,foreman,10,no,yes,day,32,low,0,0
332,26,male,agriculture,harvester,5,no,no,night,44,low,0,1
333,19,female,mining,surveyor,7,no,no,day,31,low,0,0
334,53,female,agriculture,harvester,5,no,yes,day,60,low,0,0
335,20,female,construction,builder,2,no,yes,night,50,medium,0,1
336,21,male,mining,driller,6,no,yes,day,41,low,1,0
337,31,male,manufacturing,quality inspector,3,yes,yes,night,35,low,0,1
338,19,male,manufacturing,quality inspector,6,no,no,day,52,medium,0,1
339,36,male,healthcare,lab technician,3,no,yes,day,40,medium,0,0
340,32,female,healthcare,paramedic,3,no,no,night,38,medium,0,1
341,38,female,construction,electrician,3,no,yes,night,36,medium,0,1
342,21,female,healthcare,paramedic,2,no,yes,night,33,medium,1,0
343,46,male,healthcare,paramedic,6,yes,yes,day,68,high,0,0
344,52,male,healthcare,lab technician,11,no,no,day,36,high,0,1
345,24,female,healthcare,lab technician,7,yes,no,day,31,low,0,0
346,55,female,agriculture,irrigation technician,7,no,yes,night,44,high,0,0
347,56,female,healthcare,lab technician,0,no,yes,night,55,medium,0,0
349,28,female,mining,machine operator,8,no,yes,day,55,low,0,0
350,35,male,agriculture,irrigation technician,4,no,no,night,69,medium,0,0
351,46,female,construction,electrician,9,yes,no,day,42,low,0,1
352,26,male,mining,blaster,4,no,no,night,30,medium,0,1
353,50,female,agriculture,irrigation technician,4,no,no,day,40,medium,0,1
354,39,male,healthcare,paramedic,7,no,yes,day,37,low,0,0
355,40,male,manufacturing,assembler,1,yes,yes,day,61,medium,1,1
356,25,male,healthcare,paramedic,5,no,yes,day,52,medium,0,1
357,41,male,healthcare,paramedic,0,yes,no,night,60,medium,0,1
358,32,female,agriculture,farmer,5,yes,yes,day,48,medium,0,0
359,22,male,agriculture,harvester,8,no,no,night,37,medium,0,1
360,49,male,construction,foreman,5,no,no,night,57,medium,1,1
361,26,male,manufacturing,assembler,1,no,yes,day,65,medium,0,0
362,58,male,agriculture,harvester,3,no,no,day,54,medium,0,1
363,27,female,healthcare,nurse,3,yes,yes,night,69,low,0,0
364,49,female,agriculture,harvester,7,yes,no,day,60,medium,0,0
365,51,female,agriculture,harvester,3,no,no,night,69,medium,0,1
366,57,male,healthcare,paramedic,2,yes,yes,day,43,low,0,0
367,39,female,manufacturing,welder,5,yes,no,night,61,medium,0,1
368,38,female,mining,blaster,4,no,yes,night,64,medium,0,1
369,56,male,healthcare,nurse,7,no,yes,night,50,low,1,0
370,40,male,mining,machine operator,2,yes,yes,night,61,high,0,0
371,42,male,construction,foreman,4,yes,yes,day,44,high,0,0
372,32,female,construction,plumber,4,yes,no,night,52,low,1,0
373,50,male,manufacturing,assembler,0,no,yes,night,48,high,0,1
374,42,male,agriculture,irrigation technician,5,yes,yes,night,66,high,0,0
376,59,female,mining,machine operator,7,no,no,night,63,medium,0,0
377,56,female,mining,blaster,9,no,yes,night,42,low,0,0
379,51,female,construction,electrician,7,no,yes,day,45,low,0,0
380,36,male,healthcare,nurse,8,yes,no,night,66,low,0,0
381,21,male,healthcare,nurse,6,no,yes,night,64,low,0,0
382,57,male,manufacturing,technician,6,no,yes,day,68,medium,0,0
383,21,female,manufacturing,welder,3,yes,yes,day,46,low,0,0
384,31,male,mining,driller,1,no,yes,day,32,medium,0,0
385,21,male,mining,machine operator,4,no,yes,day,59,medium,0,1
386,36,female,mining,blaster,3,no,no,day,48,medium,0,1
387,47,male,agriculture,irrigation technician,5,yes,yes,day,65,medium,0,0
388,50,male,agriculture,irrigation technician,8,no,no,day,47,low,0,1
389,45,male,mining,driller,5,no,no,night,46,medium,0,0
390,44,female,agriculture,farmer,6,yes,yes,night,44,medium,0,0
391,28,male,mining,surveyor,5,yes,no,night,39,medium,0,1
392,47,female,agriculture,harvester,0,yes,yes,night,35,medium,0,1
393,36,female,mining,blaster,3,no,yes,night,34,high,1,0
394,27,female,construction,foreman,0,yes,no,day,34,low,0,0
395,56,female,mining,blaster,4,yes,yes,day,49,high,0,0
396,47,female,healthcare,lab technician,2,no,no,night,53,low,0,1
397,45,female,construction,electrician,2,yes,no,day,43,medium,0,1
398,48,female,agriculture,farmer,2,no,yes,night,54,medium,0,1
399,53,male,agriculture,farmer,0,yes,no,day,36,medium,0,1
400,49,female,construction,builder,7,yes,yes,day,40,medium,1,0
401,59,female,mining,driller,6,no,no,day,43,medium,0,0
402,35,male,manufacturing,assembler,6,no,no,night,34,medium,0,1
403,41,female,manufacturing,assembler,1,no,no,day,50,medium,0,1
404,58,female,construction,electrician,1,yes,no,day,62,high,0,1
405,59,male,mining,driller,5,yes,yes,day,62,low,0,1
406,51,male,manufacturing,quality inspector,3,yes,yes,night,57,low,0,1
408,39,male,mining,driller,7,yes,no,day,31,high,0,0
409,56,female,manufacturing,technician,2,yes,no,day,69,medium,0,1
410,52,male,manufacturing,technician,5,no,no,night,61,high,0,1
411,21,male,agriculture,irrigation technician,5,yes,yes,night,69,low,1,0
413,42,male,manufacturing,assembler,4,yes,no,night,62,high,0,0
414,56,female,agriculture,irrigation technician,2,yes,yes,day,52,high,1,0
415,28,female,construction,foreman,5,no,yes,day,53,medium,0,0
416,54,male,healthcare,nurse,0,no,yes,day,50,low,0,0
417,32,female,manufacturing,quality inspector,5,no,no,night,49,low,0,1
418,33,male,agriculture,farmer,7,yes,yes,day,32,medium,0,0
420,21,male,manufacturing,assembler,5,yes,no,day,59,low,0,1
421,49,male,manufacturing,welder,6,yes,no,night,45,medium,1,1
422,47,male,manufacturing,technician,3,yes,no,night,42,medium,0,0
423,48,male,construction,electrician,2,no,yes,day,34,low,0,0
424,42,male,mining,driller,6,yes,no,night,49,medium,1,0
425,45,male,mining,surveyor,5,yes,yes,day,35,high,0,0
427,51,female,mining,driller,5,no,no,day,59,medium,0,0
428,43,female,healthcare,nurse,5,yes,yes,night,62,low,0,1
429,58,male,agriculture,farmer,2,no,no,night,40,high,0,0
430,39,male,healthcare,nurse,6,no,no,day,46,medium,1,0
431,52,male,construction,electrician,4,no,no,night,57,medium,0,1
433,21,male,construction,electrician,3,no,yes,night,44,medium,0,1
434,31,male,construction,electrician,6,yes,yes,day,65,low,1,0
435,30,female,mining,driller,5,no,yes,day,35,low,0,0
436,44,male,manufacturing,technician,7,no,yes,day,63,high,0,1
437,53,female,healthcare,lab technician,2,yes,no,day,48,low,1,0
438,42,male,agriculture,irrigation technician,4,yes,no,day,69,medium,0,0
439,40,male,construction,electrician,6,no,yes,night,32,low,0,0
440,37,male,agriculture,irrigation technician,2,yes,no,day,36,medium,0,0
441,36,male,healthcare,lab technician,6,no,no,night,69,low,0,1
443,31,male,construction,plumber,7,yes,no,night,45,medium,0,0
444,47,male,manufacturing,welder,10,yes,no,day,41,low,0,0
445,38,male,manufacturing,welder,2,no,yes,night,49,medium,0,0
446,26,female,agriculture,harvester,5,yes,yes,night,38,medium,0,0
447,41,male,manufacturing,welder,3,yes,no,night,41,medium,0,1
448,36,female,mining,blaster,5,no,no,day,55,high,0,1
449,38,female,healthcare,paramedic,8,no,yes,night,58,medium,0,0
450,45,male,construction,electrician,10,no,yes,day,57,low,0,0
451,20,male,manufacturing,technician,6,yes,no,day,63,high,0,0
452,25,male,agriculture,irrigation technician,5,yes,no,night,52,medium,0,0
453,35,male,healthcare,lab technician,3,no,yes,day,55,low,1,0
454,46,female,agriculture,farmer,0,no,no,night,64,low,0,0
455,37,female,mining,machine operator,5,yes,yes,night,67,low,1,0
456,37,female,mining,surveyor,0,yes,yes,day,62,low,0,0
457,59,female,manufacturing,assembler,6,yes,no,night,38,medium,0,1
458,34,female,manufacturing,assembler,4,yes,no,night,53,medium,0,0
459,58,female,healthcare,nurse,4,no,no,night,30,low,0,0
460,25,male,manufacturing,assembler,3,yes,yes,night,37,high,0,1
461,50,male,healthcare,lab technician,3,yes,no,night,52,high,0,0
462,35,male,healthcare,lab technician,5,no,no,day,31,medium,0,0
463,53,male,mining,driller,2,no,yes,day,57,high,0,0
464,29,male,agriculture,farmer,4,no,yes,night,44,low,0,0
465,46,female,agriculture,irrigation technician,1,no,yes,day,40,medium,0,0
467,19,male,construction,foreman,8,no,yes,day,59,medium,0,1
468,29,male,construction,builder,5,yes,no,night,64,high,0,1
469,32,female,manufacturing,quality inspector,0,no,yes,day,52,low,0,1
470,38,female,agriculture,irrigation technician,7,yes,no,night,47,medium,0,1
471,26,female,mining,machine operator,8,no,yes,night,63,high,0,1
472,32,female,manufacturing,technician,2,no,yes,day,52,low,0,0
473,53,female,healthcare,paramedic,6,no,yes,day,63,medium,0,0
475,46,male,construction,foreman,0,yes,yes,day,64,high,0,1
476,28,male,agriculture,farmer,6,yes,no,day,67,high,1,0
477,29,female,agriculture,harvester,2,no,no,day,34,medium,0,0
478,20,female,agriculture,harvester,5,no,yes,night,40,medium,0,1
479,44,male,manufacturing,technician,4,no,yes,night,59,low,0,0
480,54,male,mining,driller,9,yes,yes,day,66,low,0,0
481,35,male,healthcare,lab technician,0,yes,no,day,51,medium,0,1
482,30,male,construction,builder,0,no,no,night,63,medium,0,1
483,40,female,healthcare,paramedic,0,no,yes,night,61,medium,0,1
