worker_id,age,gender,industry,job_role,experience_years,safety_training,safety_equipment_used,shift,working_hours_per_week,environment_risk,injury_history,injury_occurred
56,18,Female,Construction,Builder,5,Yes,No,Day,37,Medium,0,0
57,29,Female,Mining,Driller,0,No,Yes,Night,51,Medium,0,1
58,39,Female,Mining,Surveyor,11,No,No,Night,51,Medium,0,1
59,32,Male,Construction,Electrician,2,No,No,Day,62,Medium,1,0
60,56,Male,Manufacturing,Quality Inspector,3,No,No,Day,33,Medium,1,0
61,52,Female,Construction,Plumber,9,No,No,Day,42,Medium,1,1
62,36,Male,Agriculture,Irrigation Technician,7,No,No,Day,57,High,0,1
63,43,Female,Agriculture,Irrigation Technician,2,Yes,Yes,Day,30,Low,0,0
64,42,Male,Agriculture,Harvester,9,No,No,Day,69,Medium,1,0
65,22,Female,Healthcare,Paramedic,1,Yes,Yes,Day,41,High,0,1
66,39,Male,Mining,Machine Operator,10,Yes,No,Day,58,Medium,0,1
67,47,Male,Mining,Machine Operator,6,No,No,Night,41,Medium,0,0
68,38,Female,Construction,Foreman,7,Yes,No,Night,68,Low,0,0
69,54,Female,Agriculture,Irrigation Technician,9,No,Yes,Night,34,Medium,1,1
70,36,Female,Manufacturing,Welder,0,No,No,Day,61,Low,1,1
71,41,Male,Agriculture,Harvester,6,Yes,Yes,Night,49,Medium,0,0
72,50,Female,Construction,Foreman,7,Yes,Yes,Night,62,Medium,0,0
73,29,Female,Construction,Builder,6,No,Yes,Night,39,Low,0,0
74,29,Male,Healthcare,Paramedic,4,No,Yes,Night,60,Medium,0,1
75,52,Female,Mining,Machine Operator,8,No,Yes,Night,58,High,1,0
76,58,Female,Construction,Builder,1,Yes,Yes,Night,36,Low,0,0
77,28,Male,Healthcare,Nurse,6,No,No,Night,50,Low,1,0
78,41,Female,Manufacturing,Technician,6,No,No,Night,64,High,1,1
79,56,Male,Healthcare,Nurse,8,No,Yes,Day,61,Medium,1,0
80,42,Male,Mining,Blaster,5,Yes,Yes,Day,64,Low,0,0
81,37,Male,Healthcare,Lab Technician,3,Yes,No,Night,48,Medium,0,1
82,58,Male,Agriculture,Irrigation Technician,7,Yes,No,Day,48,Medium,0,0
83,31,Female,Manufacturing,Quality Inspector,4,Yes,Yes,Day,45,Low,0,0
84,42,Male,Manufacturing,Assembler,11,No,No,Night,50,Low,0,0
85,56,Female,Manufacturing,Assembler,4,No,Yes,Night,68,High,1,0
86,46,Male,Healthcare,Lab Technician,2,No,Yes,Night,40,Medium,0,1
87,27,Female,Construction,Foreman,5,No,No,Night,67,High,0,0
88,59,Female,Mining,Surveyor,5,Yes,No,Night,38,Medium,1,1
89,54,Male,Healthcare,Paramedic,6,No,Yes,Night,30,Medium,1,0
90,21,Female,Manufacturing,Technician,0,Yes,Yes,Day,65,Low,0,1
91,56,Male,Healthcare,Paramedic,7,No,No,Night,68,Medium,0,1
92,45,Male,Mining,Surveyor,4,No,Yes,Night,49,Medium,0,1
93,58,Female,Manufacturing,Quality Inspector,7,No,No,Night,57,Medium,1,1
94,50,Female,Manufacturing,Technician,8,Yes,Yes,Day,67,Medium,0,0
95,49,Male,Construction,Electrician,0,Yes,No,Night,45,Medium,0,0
96,54,Male,Construction,Plumber,6,Yes,No,Day,65,Medium,0,0
97,35,Male,Manufacturing,Assembler,3,No,Yes,Day,44,Medium,0,0
98,20,Female,Agriculture,Irrigation Technician,3,Yes,Yes,Night,45,Medium,0,0
99,27,Male,Healthcare,Paramedic,11,Yes,No,Night,37,Low,0,0
100,25,Female,Mining,Machine Operator,2,Yes,Yes,Day,57,Low,0,0
101,44,Male,Construction,Plumber,6,Yes,Yes,Night,62,Medium,0,0
102,46,Female,Construction,Electrician,10,No,No,Night,42,High,1,0
103,22,Male,Healthcare,Paramedic,1,Yes,Yes,Day,59,Low,1,1
104,50,Male,Mining,Driller,10,Yes,Yes,Day,30,Low,0,0
105,28,Female,Healthcare,Lab Technician,0,No,Yes,Day,51,Low,1,1
106,58,Male,Manufacturing,Quality Inspector,9,Yes,No,Day,64,Medium,0,1
107,23,Male,Construction,Electrician,6,No,Yes,Day,34,Low,1,0
108,54,Female,Manufacturing,Technician,10,Yes,No,Night,39,Medium,1,0
109,18,Female,Manufacturing,Quality Inspector,5,Yes,Yes,Night,30,Medium,0,0
110,45,Male,Construction,Plumber,6,Yes,Yes,Day,60,High,0,0
111,51,Male,Manufacturing,Assembler,8,No,No,Night,41,Low,0,0
112,47,Female,Construction,Foreman,4,Yes,No,Night,59,Medium,0,0
113,40,Male,Manufacturing,Assembler,6,No,No,Night,31,Low,0,0
114,51,Male,Healthcare,Lab Technician,9,No,Yes,Night,67,Low,0,0
115,32,Male,Mining,Machine Operator,7,No,No,Day,67,Low,0,0
116,47,Female,Manufacturing,Quality Inspector,4,Yes,Yes,Night,46,Medium,1,0
117,27,Female,Manufacturing,Quality Inspector,5,Yes,Yes,Day,31,Medium,0,0
118,28,Female,Manufacturing,Assembler,3,Yes,Yes,Day,52,Medium,0,1
119,33,Female,Mining,Driller,1,No,No,Night,54,High,1,1
120,36,Female,Healthcare,Nurse,6,Yes,No,Day,50,High,0,1
121,39,Male,Construction,Electrician,0,No,No,Night,63,High,0,1
122,44,Male,Construction,Plumber,4,No,No,Night,38,High,0,1
123,39,Female,Healthcare,Lab Technician,7,No,No,Night,64,Medium,0,1
124,39,Male,Manufacturing,Welder,3,No,Yes,Night,43,Low,0,0
125,41,Female,Healthcare,Lab Technician,4,No,Yes,Night,36,High,0,0
126,35,Female,Agriculture,Irrigation Technician,5,Yes,No,Day,67,Medium,0,1
127,42,Male,Healthcare,Nurse,2,No,Yes,Day,68,Medium,0,1
128,43,Female,Manufacturing,Technician,6,Yes,No,Night,54,High,1,0
129,20,Male,Healthcare,Lab Technician,4,Yes,Yes,Night,65,High,0,0
130,25,Male,Mining,Machine Operator,11,Yes,No,Day,69,Medium,0,1
131,58,Female,Mining,Blaster,7,Yes,No,Night,63,Medium,0,0
132,23,Female,Agriculture,Farmer,4,Yes,Yes,Day,66,Low,1,0
133,23,Male,Healthcare,Lab Technician,3,No,Yes,Day,40,Medium,0,0
134,41,Female,Manufacturing,Quality Inspector,3,Yes,No,Night,38,Medium,0,0
135,57,Female,Agriculture,Farmer,5,No,No,Night,40,Medium,1,1
136,55,Male,Healthcare,Paramedic,7,No,No,Day,31,Low,0,0
137,22,Female,Construction,Plumber,3,No,Yes,Night,48,Low,0,0
138,29,Female,Construction,Builder,1,No,Yes,Night,30,Low,0,1
139,54,Female,Agriculture,Irrigation Technician,7,Yes,Yes,Day,42,Medium,0,1
140,27,Female,Healthcare,Nurse,5,Yes,Yes,Night,34,Medium,0,0
141,30,Male,Healthcare,Nurse,3,Yes,No,Night,66,High,0,1
142,32,Female,Manufacturing,Quality Inspector,5,No,Yes,Night,53,High,0,0
143,48,Female,Agriculture,Farmer,5,No,Yes,Night,41,Low,0,0
144,39,Female,Construction,Builder,5,No,No,Night,58,High,0,0
145,31,Male,Manufacturing,Assembler,6,No,Yes,Night,66,High,0,0
146,43,Male,Agriculture,Irrigation Technician,6,No,No,Night,33,Low,0,0
147,35,Female,Mining,Blaster,4,No,Yes,Day,43,Low,1,0
148,32,Female,Construction,Electrician,8,No,No,Night,62,Medium,0,0
149,19,Male,Agriculture,Harvester,7,No,No,Night,68,Low,0,0
150,24,Female,Manufacturing,Welder,5,No,Yes,Night,37,Low,0,1
151,46,Male,Manufacturing,Technician,10,No,No,Day,56,High,0,1
152,50,Male,Healthcare,Nurse,4,Yes,Yes,Night,66,Low,0,1
153,21,Male,Agriculture,Irrigation Technician,9,Yes,Yes,Day,39,High,0,0
154,48,Male,Agriculture,Harvester,6,Yes,No,Day,65,High,0,0
155,32,Male,Construction,Plumber,3,Yes,Yes,Day,33,Low,0,0
156,48,Female,Agriculture,Irrigation Technician,6,Yes,Yes,Night,65,Low,0,0
157,22,Male,Healthcare,Lab Technician,1,Yes,No,Night,52,Medium,0,0
158,29,Female,Construction,Builder,2,Yes,Yes,Night,55,Medium,0,0
159,42,Female,Mining,Blaster,7,No,No,Day,41,Medium,0,0
160,22,Male,Healthcare,Nurse,2,No,Yes,Day,66,Low,0,1
161,45,Female,Construction,Plumber,3,No,No,Night,58,Low,0,0
162,28,Female,Mining,Driller,4,No,Yes,Night,52,Medium,0,1
163,43,Female,Healthcare,Paramedic,12,Yes,No,Night,50,Medium,0,0
164,27,Male,Manufacturing,Technician,6,No,Yes,Day,55,High,0,1
165,42,Male,Mining,Machine Operator,0,No,Yes,Day,56,Medium,0,1
166,41,Male,Construction,Plumber,0,No,No,Night,54,High,0,1
167,41,Female,Mining,Surveyor,8,No,Yes,Day,51,Low,0,1
168,24,Male,Healthcare,Nurse,2,No,No,Day,46,Medium,1,0
169,45,Female,Construction,Electrician,0,Yes,No,Day,36,Low,0,1
170,40,Female,Manufacturing,Technician,5,Yes,Yes,Day,48,Medium,0,0
171,46,Male,Healthcare,Nurse,12,Yes,Yes,Day,47,Medium,0,0
172,19,Male,Healthcare,Paramedic,1,No,No,Night,57,Medium,0,1
173,21,Male,Construction,Builder,5,Yes,Yes,Day,68,Medium,0,0
174,36,Female,Manufacturing,Quality Inspector,4,No,No,Night,63,Low,0,1
175,45,Female,Construction,Builder,8,No,Yes,Night,32,Medium,0,0
176,25,Female,Construction,Foreman,0,Yes,Yes,Night,66,High,0,0
177,25,Male,Mining,Blaster,4,No,Yes,Day,43,Medium,0,0
178,33,Male,Manufacturing,Technician,3,Yes,No,Night,33,Low,1,0
179,35,Male,Healthcare,Lab Technician,5,No,Yes,Night,47,High,1,1
180,59,Male,Mining,Machine Operator,1,No,Yes,Night,31,Medium,0,1
181,37,Female,Construction,Foreman,1,No,Yes,Night,59,Low,0,0
182,52,Female,Manufacturing,Welder,10,No,Yes,Night,51,High,0,1
183,47,Female,Agriculture,Harvester,7,Yes,No,Night,61,Medium,0,1
184,31,Male,Agriculture,Harvester,4,Yes,Yes,Day,38,High,0,0
185,56,Male,Manufacturing,Technician,6,Yes,Yes,Day,33,Low,0,0
186,51,Male,Agriculture,Irrigation Technician,1,Yes,Yes,Night,52,Medium,0,0
187,38,Female,Construction,Foreman,4,No,Yes,Night,63,Low,0,0
188,29,Female,Healthcare,Lab Technician,9,No,Yes,Night,52,Medium,0,1
189,44,Female,Manufacturing,Quality Inspector,9,Yes,Yes,Night,36,High,0,0
190,38,Female,Mining,Blaster,9,No,Yes,Night,57,High,0,1
191,19,Female,Construction,Electrician,6,No,Yes,Day,65,Medium,0,1
192,28,Male,Manufacturing,Assembler,2,Yes,Yes,Night,69,High,0,0
193,56,Female,Construction,Electrician,6,No,No,Night,53,Medium,1,1
194,53,Female,Manufacturing,Assembler,5,Yes,No,Day,49,Medium,0,0
195,34,Female,Healthcare,Paramedic,12,Yes,No,Day,63,Medium,0,0
196,26,Female,Agriculture,Harvester,4,No,Yes,Day,38,Medium,0,0
197,57,Female,Healthcare,Lab Technician,0,Yes,Yes,Night,32,Medium,0,1
198,47,Female,Mining,Surveyor,3,Yes,Yes,Night,67,High,0,1
199,34,Male,Healthcare,Nurse,4,Yes,Yes,Day,41,Low,0,0
200,25,Female,Mining,Blaster,6,Yes,No,Day,60,Low,0,0
201,33,Female,Construction,Electrician,3,Yes,No,Night,54,Medium,0,0
202,58,Female,Agriculture,Harvester,6,No,Yes,Day,55,Medium,0,0
203,24,Female,Healthcare,Nurse,0,No,No,Night,44,Medium,0,1
204,25,Male,Construction,Foreman,4,Yes,Yes,Night,52,Low,0,0
205,56,Male,Healthcare,Paramedic,9,Yes,No,Day,68,Medium,0,0
206,52,Male,Manufacturing,Quality Inspector,0,No,Yes,Day,63,High,1,1
207,40,Female,Manufacturing,Assembler,4,Yes,No,Night,33,Low,0,0
208,35,Male,Mining,Surveyor,3,Yes,No,Day,62,High,1,1
209,52,Male,Manufacturing,Welder,5,Yes,No,Night,61,Medium,1,1
210,46,Female,Agriculture,Irrigation Technician,8,No,Yes,Day,58,Low,0,0
211,33,Female,Agriculture,Farmer,3,Yes,No,Day,68,Medium,0,0
212,20,Female,Mining,Driller,9,No,Yes,Day,43,High,0,0
213,35,Male,Healthcare,Lab Technician,0,Yes,Yes,Night,53,Medium,0,0
214,54,Male,Construction,Plumber,1,No,Yes,Day,66,Medium,0,1
215,41,Male,Manufacturing,Assembler,11,No,No,Day,54,Medium,0,1
216,25,Male,Manufacturing,Technician,3,No,Yes,Night,49,Low,1,0
217,27,Male,Mining,Surveyor,4,Yes,No,Night,32,High,1,0
218,40,Female,Agriculture,Irrigation Technician,3,No,Yes,Day,38,Low,2,0
219,35,Female,Healthcare,Nurse,2,Yes,Yes,Day,61,High,0,0
220,42,Female,Manufacturing,Technician,6,No,No,Day,38,Medium,1,0
221,20,Female,Agriculture,Harvester,4,Yes,No,Night,32,Low,2,0
222,22,Female,Manufacturing,Quality Inspector,0,No,No,Night,40,High,0,1
223,32,Female,Healthcare,Lab Technician,5,No,No,Day,66,Medium,0,0
224,22,Male,Mining,Machine Operator,3,No,No,Day,42,Low,1,0
225,46,Female,Manufacturing,Technician,5,No,Yes,Night,69,Medium,0,0
226,50,Female,Mining,Surveyor,7,No,Yes,Day,35,Medium,0,0
227,45,Male,Healthcare,Paramedic,7,Yes,Yes,Night,54,Low,1,0
228,24,Female,Mining,Driller,6,No,No,Day,34,Medium,1,1
229,40,Female,Healthcare,Paramedic,5,No,Yes,Day,47,Medium,0,0
230,46,Female,Healthcare,Paramedic,4,Yes,Yes,Day,41,Medium,0,0
231,44,Female,Healthcare,Lab Technician,5,Yes,No,Night,60,Medium,0,1
232,52,Female,Agriculture,Irrigation Technician,5,No,Yes,Day,35,Low,0,1
233,58,Male,Mining,Machine Operator,4,No,Yes,Night,44,Medium,1,0
234,49,Female,Mining,Surveyor,5,Yes,Yes,Night,65,Medium,0,0
235,34,Male,Mining,Driller,7,Yes,No,Day,30,Medium,0,1
236,35,Female,Construction,Plumber,7,Yes,Yes,Day,43,Medium,2,1
237,29,Female,Healthcare,Lab Technician,4,No,Yes,Day,40,High,0,0
238,51,Female,Mining,Machine Operator,0,No,Yes,Day,58,Medium,1,0
239,32,Male,Agriculture,Harvester,6,Yes,Yes,Night,61,Low,0,0
240,39,Female,Manufacturing,Welder,7,No,Yes,Night,40,Low,0,0
241,45,Male,Construction,Plumber,6,No,Yes,Day,66,Medium,0,0
242,22,Male,Construction,Electrician,5,No,Yes,Day,32,Low,0,0
243,55,Male,Construction,Plumber,2,No,Yes,Night,54,High,0,0
244,33,Female,Construction,Plumber,2,No,Yes,Night,56,Low,1,0
245,25,Male,Mining,Blaster,6,No,No,Night,36,Medium,0,1
246,41,Female,Manufacturing,Welder,6,No,No,Night,32,Low,0,0
247,47,Female,Manufacturing,Assembler,2,Yes,No,Day,67,Low,0,1
248,39,Male,Agriculture,Farmer,10,Yes,No,Night,31,High,0,1
249,30,Male,Healthcare,Nurse,4,No,No,Day,59,Medium,0,1
250,48,Female,Healthcare,Lab Technician,1,No,No,Night,67,Low,0,0
251,50,Female,Healthcare,Lab Technician,7,Yes,Yes,Night,46,Low,0,0
252,32,Female,Manufacturing,Quality Inspector,7,No,Yes,Day,45,Medium,0,1
253,50,Female,Manufacturing,Technician,4,No,Yes,Night,62,Low,0,1
254,30,Female,Construction,Electrician,5,No,Yes,Night,59,Medium,0,1
255,39,Male,Construction,Plumber,6,Yes,Yes,Night,44,Medium,0,1
256,57,Male,Manufacturing,Technician,2,Yes,No,Day,40,Low,0,0
257,26,Female,Agriculture,Irrigation Technician,10,No,No,Day,37,Medium,1,0
258,24,Female,Construction,Electrician,6,No,Yes,Night,40,High,1,0
259,43,Female,Manufacturing,Technician,3,No,No,Day,43,Medium,0,1
260,40,Female,Mining,Machine Operator,4,Yes,No,Night,41,High,0,0
261,36,Male,Construction,Electrician,6,No,Yes,Night,61,Low,0,0
262,35,Male,Agriculture,Farmer,3,Yes,Yes,Night,48,Medium,0,0
263,58,Male,Agriculture,Harvester,2,No,No,Day,64,Medium,0,1
264,32,Female,Construction,Electrician,4,No,No,Night,62,High,1,0
265,41,Female,Healthcare,Lab Technician,0,No,No,Night,49,Low,0,0
266,49,Female,Agriculture,Harvester,2,Yes,No,Night,65,Medium,0,1
267,53,Female,Healthcare,Paramedic,0,No,No,Night,41,Low,0,0
268,38,Female,Construction,Foreman,3,No,Yes,Night,44,Low,0,0
269,53,Female,Mining,Surveyor,5,No,No,Day,43,Low,0,0
270,19,Female,Construction,Plumber,4,Yes,Yes,Day,68,Low,0,0
271,45,Male,Construction,Electrician,7,Yes,Yes,Night,30,Medium,0,1
272,40,Male,Healthcare,Nurse,1,Yes,Yes,Night,60,Medium,0,1
273,31,Male,Healthcare,Paramedic,3,No,No,Night,41,Medium,1,1
274,29,Male,Mining,Driller,0,Yes,No,Day,30,High,0,1
275,45,Female,Mining,Machine Operator,4,Yes,No,Day,57,Low,1,0
276,37,Female,Construction,Builder,11,No,No,Night,43,High,0,1
277,37,Female,Agriculture,Irrigation Technician,5,No,Yes,Day,64,Medium,0,0
278,22,Female,Healthcare,Lab Technician,3,Yes,Yes,Night,62,Medium,0,1
279,59,Male,Construction,Electrician,3,No,No,Night,63,Low,0,0
280,56,Male,Mining,Driller,0,No,No,Day,60,Low,0,0
281,40,Female,Healthcare,Nurse,2,No,No,Night,45,Medium,1,1
282,38,Female,Construction,Builder,6,No,Yes,Day,30,Medium,0,1
283,55,Male,Healthcare,Paramedic,4,No,No,Day,63,Medium,0,0
284,27,Male,Manufacturing,Technician,5,Yes,Yes,Night,59,Low,0,0
285,25,Female,Construction,Plumber,6,No,Yes,Day,56,Medium,1,0
286,36,Female,Construction,Builder,6,No,Yes,Day,60,Low,0,0
287,22,Male,Construction,Electrician,0,Yes,No,Night,31,Low,1,0
288,58,Female,Agriculture,Irrigation Technician,7,Yes,No,Day,54,Medium,1,0
289,58,Female,Construction,Foreman,5,Yes,No,Night,67,Medium,0,0
290,23,Male,Healthcare,Paramedic,2,Yes,Yes,Day,63,Medium,0,0
291,36,Male,Mining,Blaster,4,No,Yes,Night,36,Medium,0,0
292,29,Female,Agriculture,Irrigation Technician,7,No,No,Night,36,High,0,1
293,46,Male,Healthcare,Paramedic,0,Yes,No,Day,64,Low,0,1
294,52,Male,Construction,Foreman,4,Yes,Yes,Day,37,High,0,0
295,26,Female,Healthcare,Lab Technician,7,No,Yes,Day,31,Medium,0,1
296,43,Male,Agriculture,Harvester,4,Yes,Yes,Night,54,Medium,0,0
297,54,Male,Mining,Driller,4,Yes,Yes,Day,52,Medium,0,0
298,38,Male,Mining,Driller,0,No,No,Day,52,Medium,0,0
299,32,Female,Mining,Driller,5,Yes,No,Night,44,Low,0,0
300,36,Male,Agriculture,Irrigation Technician,4,No,No,Night,63,Low,0,0
301,44,Female,Construction,Electrician,5,No,Yes,Night,37,High,0,0
302,35,Female,Healthcare,Lab Technician,7,No,No,Day,31,Low,0,0
303,42,Female,Agriculture,Irrigation Technician,1,Yes,Yes,Night,39,High,0,1
304,59,Male,Agriculture,Harvester,5,No,No,Day,65,Medium,0,1
305,18,Female,Manufacturing,Welder,6,Yes,No,Night,42,Low,0,0
306,39,Female,Agriculture,Farmer,0,No,Yes,Day,57,Low,0,1
307,27,Female,Construction,Electrician,3,Yes,No,Night,37,High,0,0
308,44,Male,Mining,Driller,1,Yes,No,Day,66,Medium,0,0
309,53,Male,Agriculture,Harvester,10,No,No,Night,47,Medium,0,1
310,22,Female,Manufacturing,Technician,2,No,No,Night,64,Low,1,0
311,39,Male,Healthcare,Paramedic,5,No,No,Night,57,Low,0,0
312,26,Male,Agriculture,Irrigation Technician,4,Yes,No,Night,43,Low,0,1
313,42,Male,Agriculture,Harvester,2,No,Yes,Night,68,Medium,0,1
314,41,Female,Manufacturing,Technician,9,No,No,Day,48,Medium,0,1
315,49,Male,Manufacturing,Welder,3,No,Yes,Day,69,Medium,0,0
316,26,Male,Mining,Blaster,4,No,Yes,Day,37,Low,0,0
317,56,Male,Agriculture,Farmer,5,No,No,Day,31,Medium,0,1
318,49,Female,Construction,Foreman,2,Yes,Yes,Night,50,Low,0,0
319,20,Female,Construction,Plumber,0,Yes,No,Day,32,Low,0,1
320,19,Male,Mining,Driller,6,Yes,No,Night,67,Low,0,0
321,47,Female,Healthcare,Nurse,7,No,No,Day,65,High,1,0
322,33,Male,Agriculture,Harvester,0,Yes,Yes,Night,59,Medium,0,0
323,34,Male,Construction,Foreman,0,Yes,Yes,Day,52,Medium,0,1
324,22,Female,Healthcare,Lab Technician,3,Yes,Yes,Day,49,Low,1,0
325,38,Female,Construction,Foreman,4,Yes,Yes,Night,37,High,0,1
326,33,Male,Construction,Builder,3,No,Yes,Day,41,Medium,0,0
327,31,Female,Healthcare,Nurse,4,Yes,Yes,Night,31,Medium,0,0
328,26,Female,Construction,Plumber,3,Yes,Yes,Night,30,Low,0,0
329,40,Male,Healthcare,Nurse,6,No,No,Night,44,Low,2,0
330,59,Female,Manufacturing,Quality Inspector,3,Yes,No,Night,67,Medium,0,1
331,41,Male,Construction,Foreman,10,No,Yes,Day,32,Low,0,0
332,26,Male,Agriculture,Harvester,5,No,No,Night,44,Low,0,1
333,19,Female,Mining,Surveyor,7,No,No,Day,31,Low,0,0
334,53,Female,Agriculture,Harvester,5,No,Yes,Day,60,Low,0,0
335,20,Female,Construction,Builder,2,No,Yes,Night,50,Medium,0,1
336,21,Male,Mining,Driller,6,No,Yes,Day,41,Low,1,0
337,31,Male,Manufacturing,Quality Inspector,3,Yes,Yes,Night,35,Low,0,1
338,19,Male,Manufacturing,Quality Inspector,6,No,No,Day,52,Medium,0,1
339,36,Male,Healthcare,Lab Technician,3,No,Yes,Day,40,Medium,0,0
340,32,Female,Healthcare,Paramedic,3,No,No,Night,38,Medium,0,1
341,38,Female,Construction,Electrician,3,No,Yes,Night,36,Medium,0,1
342,21,Female,Healthcare,Paramedic,2,No,Yes,Night,33,Medium,1,0
343,46,Male,Healthcare,Paramedic,6,Yes,Yes,Day,68,High,0,0
344,52,Male,Healthcare,Lab Technician,11,No,No,Day,36,High,0,1
345,24,Female,Healthcare,Lab Technician,7,Yes,No,Day,31,Low,0,0
346,55,Female,Agriculture,Irrigation Technician,7,No,Yes,Night,44,High,0,0
347,56,Female,Healthcare,Lab Technician,0,No,Yes,Night,55,Medium,0,0
348,35,Male,Construction,Builder,8,Yes,No,Day,66,Medium,1,1
349,28,Female,Mining,Machine Operator,8,No,Yes,Day,55,Low,0,0
350,35,Male,Agriculture,Irrigation Technician,4,No,No,Night,69,Medium,0,0
351,46,Female,Construction,Electrician,9,Yes,No,Day,42,Low,0,1
352,26,Male,Mining,Blaster,4,No,No,Night,30,Medium,0,1
353,50,Female,Agriculture,Irrigation Technician,4,No,No,Day,40,Medium,0,1
354,39,Male,Healthcare,Paramedic,7,No,Yes,Day,37,Low,0,0
355,40,Male,Manufacturing,Assembler,1,Yes,Yes,Day,61,Medium,1,1
356,25,Male,Healthcare,Paramedic,5,No,Yes,Day,52,Medium,0,1
357,41,Male,Healthcare,Paramedic,0,Yes,No,Night,60,Medium,0,1
358,32,Female,Agriculture,Farmer,5,Yes,Yes,Day,48,Medium,0,0
359,22,Male,Agriculture,Harvester,8,No,No,Night,37,Medium,0,1
360,49,Male,Construction,Foreman,5,No,No,Night,57,Medium,1,1
361,26,Male,Manufacturing,Assembler,1,No,Yes,Day,65,Medium,0,0
362,58,Male,Agriculture,Harvester,3,No,No,Day,54,Medium,0,1
